DrugCode,DrugCode24,DrugNameTh,DrugNameEn,DrugType
,100141105000950330681307,,"ERYTHROMYCIN ESTOLATE 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,204080100187135141581222,,"PROPYLENE GLYCOL+ALCOHOL (1.5 ML+70 ML)/100 ML SOLUTION, EXTERNAL",43folders
,101804000050160241581634,,"ETHYL ALCOHOL 70 %V/V SOLUTION, EXTERNAL",43folders
,101804000050160241581233,,"ETHYL ALCOHOL 70 %V/V SOLUTION, EXTERNAL",43folders
,101728000000190141781005,,ETHYL CHLORIDE 100 %V/V SPRAY,43folders
,101728000001690141781605,,ETHYL CHLORIDE 88 G/100 ML SPRAY,43folders
,100141358011100130681508,,"ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,123144000004494110281365,,"AMIFOSTINE 500 MG/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100404133003521120381189,,"ETHYLADRIANOL HYDROCHLORIDE 5 MG TABLET, ORAL",43folders
,100870000000590410181124,,ETOMIDATE 20 MG/10 ML INJECTION,43folders
,100220000004293220381187,,"ETHIONAMIDE 250 MG TABLET, ORAL",43folders
,100707000004203120181357,,ETODOLAC 200 MG CAPSULE,43folders
,140915000003950110681365,,ETONOGESTREL 68 MG/1 IMPLANT IMPLANT,43folders
,140915000003950110681284,,ETONOGESTREL 68 MG/1 IMPLANT IMPLANT,43folders
,100334000000920410181168,,ETOPOSIDE 100 MG/5 ML INJECTION,43folders
,100334000000920410181041,,ETOPOSIDE 100 MG/5 ML INJECTION,43folders
,100334000000920310181041,,ETOPOSIDE 200 MG/10 ML INJECTION,43folders
,100334000003852110181041,,ETOPOSIDE 50 MG/1 AMP. OR VIAL INJECTION,43folders
,100334000004020110181297,,ETOPOSIDE 100 MG/1 AMP. OR VIAL INJECTION,43folders
,100334000004020110181308,,ETOPOSIDE 100 MG/1 AMP. OR VIAL INJECTION,43folders
,100141105004293220181169,,ERYTHROMYCIN ESTOLATE 250 MG CAPSULE,43folders
,100141105000950330681169,,"ERYTHROMYCIN ESTOLATE 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100141270004293220381169,,"ERYTHROMYCIN STEARATE 250 MG TABLET, ORAL",43folders
,100141270004293220181169,,ERYTHROMYCIN STEARATE 250 MG CAPSULE,43folders
,122149000002040540181257,,TERBINAFINE 10 MG/1 G CREAM,43folders
,101441000003521120381225,,"GLIBENCLAMIDE 5 MG TABLET, ORAL",43folders
,102139216000190170581228,,"EUCALYPTUS OIL 100 %V/V INHALER, METERED DOSE",43folders
,102139216000190140581040,,"EUCALYPTUS OIL 100 %V/V OIL, EXTERNAL",43folders
,102139216000190140581222,,"EUCALYPTUS OIL 100 %V/V OIL, EXTERNAL",43folders
,102139216000190140581637,,"EUCALYPTUS OIL 100 %V/V OIL, EXTERNAL",43folders
,302139216002400140510728,,"EUCALYPTUS OIL 80 %W/W OIL, EXTERNAL",43folders
,102139216000190140581231,,"EUCALYPTUS OIL 100 %V/V OIL, EXTERNAL",43folders
,102139216002400140581167,,"EUCALYPTUS OIL 80 %W/W OIL, EXTERNAL",43folders
,101343000003721120181331,,OMEPRAZOLE 20 MG CAPSULE,43folders
,101343000003721120181331,,OMEPRAZOLE 20 MG CAPSULE,43folders
,100180000004493120381288,,"CIPROFLOXACIN 500 MG TABLET, ORAL",43folders
,101441000003521120381189,,"GLIBENCLAMIDE 5 MG TABLET, ORAL",43folders
,105573000003620120381331,,"SIMVASTATIN 10 MG TABLET, ORAL",43folders
,105573000003721121781677,,"SIMVASTATIN 20 MG TABLET, FILM COATED",43folders
,105573000003841121781331,,"SIMVASTATIN 40 MG TABLET, FILM COATED",43folders
,100715000004293220181153,,MEFENAMIC ACID 250 MG CAPSULE,43folders
,100752000004493120381153,,"PARACETAMOL 500 MG TABLET, ORAL",43folders
,100752000000940330581153,,PARACETAMOL 120 MG/5 ML SYRUP,43folders
,100722000004203120381153,,"IBUPROFEN 200 MG TABLET, ORAL",43folders
,100722000004410220381153,,"IBUPROFEN 400 MG TABLET, ORAL",43folders
,100722000004410221781153,,"IBUPROFEN 400 MG TABLET, FILM COATED",43folders
,100722000000920430481153,,IBUPROFEN 100 MG/5 ML SUSPENSION,43folders
,100722000004410221781153,,"IBUPROFEN 400 MG TABLET, FILM COATED",43folders
,100722000000920430481153,,IBUPROFEN 100 MG/5 ML SUSPENSION,43folders
,101441000003521120381306,,"GLIBENCLAMIDE 5 MG TABLET, ORAL",43folders
,207030110167710121881364,,"ETHINYL ESTRADIOL+LEVONORGESTREL 50 MCG+0.25 MG TABLET, SUGAR COATED",43folders
,101697092011820140181335,,CLOBETASOL PROPIONATE 0.05 %W/W CREAM,43folders
,101441000003521120381619,,"GLIBENCLAMIDE 5 MG TABLET, ORAL",43folders
,207030110287711220381621,,"ETHINYL ESTRADIOL+NORGESTREL+FERROUS FUMARATE 50 MCG+0.5 MG+75 MG TABLET, ORAL",43folders
,207030110227711120381621,,"ETHINYL ESTRADIOL+NORGESTREL 50 MCG+0.5 MG TABLET, ORAL",43folders
,101070000003841120381508,,"FUROSEMIDE 40 MG TABLET, ORAL",43folders
,101647000002240540181656,,CROTAMITON 10 G/100 G CREAM,43folders
,204070240057369140181648,,HYDROCORTISONE+CROTAMITON (2.5 MG+100 MG)/1 G CREAM,43folders
,211070100019999910181412,,CPD ANTICOAGULANTS INJECTION,43folders
,202030120137819920381422,,"IRON+FOLIC ACID 100 MG+0.35 MG TABLET, ORAL",43folders
,100497414002040330581606,,IRON HYDROXIDE POLYMALTOSE COMPLEX 1 G/100 G SYRUP,43folders
,123621000002620110282796,,"CEFEPIME 1 G/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100655133001170310181175,,AMIODARONE HYDROCLORIDE 5 %W/V INJECTION,43folders
,100655133004203120381175,,"AMIODARONE HYDROCLORIDE 200 MG TABLET, ORAL",43folders
,100439000004021221781331,,"ATENOLOL 100 MG TABLET, FILM COATED",43folders
,100439000003850121781331,,"ATENOLOL 50 MG TABLET, FILM COATED",43folders
,101485255003032120381467,,"THYROXINE SODIUM 100 MCG TABLET, ORAL",43folders
,101485255003082120381467,,"THYROXINE SODIUM 0.15 MG TABLET, ORAL",43folders
,101485255002940120381467,,"THYROXINE SODIUM 25 MCG TABLET, ORAL",43folders
,101485255002972120381467,,"THYROXINE SODIUM 50 MCG TABLET, ORAL",43folders
,141232000016613110281714,,"SOMATROPIN, HUMAN RECOMBINANT 4 UNITS/1 AMP.OR VIAL INJECTION, POWDER",43folders
,101571000040300210181272,,"HEPATITIS B ANTIGEN, PURIFIED 20 MCG/1 ML INJECTION",43folders
,207030110227707121881621,,"ETHINYL ESTRADIOL+NORGESTREL 30 MCG+0.3 MG TABLET, SUGAR COATED",43folders
,100584000004203121781445,,"BEZAFIBRATE 200 MG TABLET, FILM COATED",43folders
,100584000004203120381040,,"BEZAFIBRATE 200 MG TABLET, ORAL",43folders
,101911000005001121181463,,"VITAMIN E 100 UNITS CAPSULE, SOFT",43folders
,101911000005071121181463,,"VITAMIN E 200 UNITS CAPSULE, SOFT",43folders
,207030110188586142081361,,ETHINYL ESTRADIOL+NORELGESTROMIN (0.6 MG+6 MG)/1 แผ่น TRANSDERMAL,43folders
,207030110187751142081361,,ETHINYL ESTRADIOL+NORELGESTROMIN 0.75 MG+6 MG TRANSDERMAL,43folders
,218050100487103130581176,,CHLORPHENIRAMINE+PHENYLEPHRINE (1 MG+2.5 MG)/5 ML SYRUP,43folders
,218050100487103130581187,,CHLORPHENIRAMINE+PHENYLEPHRINE (1 MG+2.5 MG)/5 ML SYRUP,43folders
,218050300287208130581176,,DIPHENHYDRAMINE+AMMONIUM CHLORIDE+SODIUM CITRATE (12.5 MG+125 MG+50 MG)/5 ML SYRUP,43folders
,218050300287208130581187,,DIPHENHYDRAMINE+AMMONIUM CHLORIDE+SODIUM CITRATE (12.5 MG+125 MG+50 MG)/5 ML SYRUP,43folders
,100111000000921241181438,,KETOCONAZOLE 2 G/100 ML SHAMPOO,43folders
,104337000003620120381202,,"CLORAZEPATE DIPOTASSIUM 10 MG TABLET, ORAL",43folders
,104337000003521120381202,,"CLORAZEPATE DIPOTASSIUM 5 MG TABLET, ORAL",43folders
,100103000002040340181296,,CLOTRIMAZOLE 1 G/100 G CREAM,43folders
,100409000000450230581398,,SALBUTAMOL 2 MG/5 ML SYRUP,43folders
,124932000003320120181414,,RIVASTIGMINE 1.5 MG CAPSULE,43folders
,124932000003320120181414,,RIVASTIGMINE 1.5 MG CAPSULE,43folders
,124932000003421120181414,,RIVASTIGMINE 3 MG CAPSULE,43folders
,124932000003421120181414,,RIVASTIGMINE 3 MG CAPSULE,43folders
,124932000003500120181414,,RIVASTIGMINE 4.5 MG CAPSULE,43folders
,124932000003500120181414,,RIVASTIGMINE 4.5 MG CAPSULE,43folders
,124932000003560120181414,,RIVASTIGMINE 6 MG CAPSULE,43folders
,124932000003560120181414,,RIVASTIGMINE 6 MG CAPSULE,43folders
,124932000000590730881414,,"RIVASTIGMINE 2 MG/1 ML SOLUTION OR DROPS, ORAL",43folders
,124932000000670130581414,,RIVASTIGMINE 3.2 MG/1 ML SYRUP,43folders
,124932000002229142081414,,RIVASTIGMINE 9.5 MG/24 HR TRANSDERMAL,43folders
,124932000002229142081414,,RIVASTIGMINE 9.5 MG/24 HR TRANSDERMAL,43folders
,124932000002228142081414,,RIVASTIGMINE 4.6 MG/24 HR TRANSDERMAL,43folders
,124932000002228142081414,,RIVASTIGMINE 4.6 MG/24 HR TRANSDERMAL,43folders
,100539012004293220181620,,TRANEXAMIC ACID 250 MG CAPSULE,43folders
,101254000053991120381620,,"SIMETHICONE 80 MG TABLET, ORAL",43folders
,101254000051230130481620,,SIMETHICONE 40 MG/0.6 ML SUSPENSION,43folders
,101105000001170930581519,,CARBOCYSTEINE 250 MG/5 ML SYRUP,43folders
,101105000004400220381519,,"CARBOCYSTEINE 375 MG TABLET, ORAL",43folders
,203090400018570221781414,,"AMLODIPINE+VALSARTAN 10 MG+160 MG TABLET, FILM COATED",43folders
,203090400018570221781414,,"AMLODIPINE+VALSARTAN 10 MG+160 MG TABLET, FILM COATED",43folders
,203090400018574221781414,,"AMLODIPINE+VALSARTAN 5 MG+160 MG TABLET, FILM COATED",43folders
,203090400018574221781414,,"AMLODIPINE+VALSARTAN 5 MG+160 MG TABLET, FILM COATED",43folders
,203090400018574121781414,,"AMLODIPINE+VALSARTAN 5 MG+80 MG TABLET, FILM COATED",43folders
,203090400018574121781414,,"AMLODIPINE+VALSARTAN 5 MG+80 MG TABLET, FILM COATED",43folders
,145067000004072120381414,,"DEFERASIROX 125 MG TABLET, ORAL",43folders
,145067000004072120381414,,"DEFERASIROX 125 MG TABLET, ORAL",43folders
,145067000004293220381414,,"DEFERASIROX 250 MG TABLET, ORAL",43folders
,145067000004293220381414,,"DEFERASIROX 250 MG TABLET, ORAL",43folders
,145067000004493120381414,,"DEFERASIROX 500 MG TABLET, ORAL",43folders
,145067000004493120381414,,"DEFERASIROX 500 MG TABLET, ORAL",43folders
,101478000003211220381365,,"LYNESTRENOL 0.5 MG TABLET, ORAL",43folders
,101478000003211220381284,,"LYNESTRENOL 0.5 MG TABLET, ORAL",43folders
,101478000003211220381306,,"LYNESTRENOL 0.5 MG TABLET, ORAL",43folders
,101478000003211220381365,,"LYNESTRENOL 0.5 MG TABLET, ORAL",43folders
,101478000003211220381306,,"LYNESTRENOL 0.5 MG TABLET, ORAL",43folders
,100182000000660360581469,,"OFLOXACIN 3 MG/1 ML SOLUTION OR DROPS, EYE",43folders
,101158000003613120381462,,"BROMHEXINE 8 MG TABLET, ORAL",43folders
,219010300217446260981469,,"OFLOXACIN+PREDNISOLONE (3 MG+10 MG)/1 ML SUSPENSION, EYE",43folders
,201110100019999921181463,,"MULTIVITAMIN+MINERALS CAPSULE, SOFT",43folders
,101105000004400220381202,,"CARBOCYSTEINE 375 MG TABLET, ORAL",43folders
,101105000000920430581202,,CARBOCYSTEINE 100 MG/5 ML SYRUP,43folders
,101105000001170930581202,,CARBOCYSTEINE 250 MG/5 ML SYRUP,43folders
,218050300177377130581288,,CHLORPHENIRAMINE+AMMONIUM CHLORIDE+POTASSIUM GUAIACOLSULFONATE (2.5 MG+75 MG+50 MG)/5 ML SYRUP,43folders
,101515438000410610181592,,METHYLERGOMETRINE MALEATE 0.2 MG/1 ML INJECTION,43folders
,100736000004350220381135,,"ASPIRIN 325 MG TABLET, ORAL",43folders
,218050100028435021781228,,"BROMPHENIRAMINE+PHENYLEPHRINE 6 MG+7.5 MG TABLET, FILM COATED",43folders
,100772000004021220281506,,"PHENYTOIN 100 MG CAPSULE, SUSTAINED RELEASE",43folders
,101124000000920430581252,,GLYCERYL GUAIACOLATE 100 MG/5 ML SYRUP,43folders
,218050300088290120381341,,"BROMHEXINE+GLYCERYL GUAIACOLATE 4 MG+100 MG TABLET, ORAL",43folders
,101158000003613120381357,,"BROMHEXINE 8 MG TABLET, ORAL",43folders
,211060200059999910182225,,PERITONEAL DIALYSIS SOLUTION+7.5% ICODEXTRIN INJECTION,43folders
,218050420788292320381228,,"BROMPHENIRAMINE+DEXTROMETHORPHAN+GLYCERYL GUAIACOLATE 4 MG+20 MG+200 MG TABLET, ORAL",43folders
,218050420788292320381228,,"BROMPHENIRAMINE+DEXTROMETHORPHAN+GLYCERYL GUAIACOLATE 4 MG+20 MG+200 MG TABLET, ORAL",43folders
,100068000004021220781163,,"MEBENDAZOLE 100 MG TABLET, CHEWABLE",43folders
,100068000000920430481163,,MEBENDAZOLE 100 MG/5 ML SUSPENSION,43folders
,100393000000520160581306,,"PHENYLEPHRINE 0.09 G/100 ML SOLUTION OR DROPS, EYE",43folders
,219010700037139160581306,,"BORIC ACID+SODIUM BORATE (1.844 G+0.559 G)/100 ML SOLUTION OR DROPS, EYE",43folders
,219010100017445160581067,,"ZINC SULFATE+BORIC ACID (3 MG+3 MG)/1 ML SOLUTION OR DROPS, EYE",43folders
,219010100017056160581499,,"ZINC SULFATE+BORIC ACID (0.5 MG+20 MG)/1 ML SOLUTION OR DROPS, EYE",43folders
,100266000001320760581398,,"SULFACETAMIDE 100 MG/1 ML SOLUTION OR DROPS, EYE",43folders
,219010700047435160581634,,"BORIC ACID+CHLORHEXIDINE (3 G+0.05 ML)/100 ML SOLUTION OR DROPS, EYE",43folders
,219010700037130160581336,,"BORIC ACID+SODIUM BORATE (1.3 G+0.32 G)/100 ML SOLUTION OR DROPS, EYE",43folders
,219010700037130160581336,,"BORIC ACID+SODIUM BORATE (1.3 G+0.32 G)/100 ML SOLUTION OR DROPS, EYE",43folders
,219010700037130160581336,,"BORIC ACID+SODIUM BORATE (1.3 G+0.32 G)/100 ML SOLUTION OR DROPS, EYE",43folders
,101197133010460260581336,,"TETRAHYDROZOLINE HYDROCHLORIDE 0.5 MG/1 ML SOLUTION OR DROPS, EYE",43folders
,219030300017108160781247,,"NEOMYCIN SULFATE+DEXAMETHASONE (5 MG+1 MG)/1 ML SOLUTION OR DROPS, EYE/EAR",43folders
,219010700037297160581602,,"BORIC ACID+SODIUM BORATE (2 G+0.5 G)/100 ML SOLUTION OR DROPS, EYE",43folders
,219010700057676160581493,,"PHENYLEPHRINE+BORIC ACID+SODIUM BORATE (90 MG+1.844 G+0.599 G)/100 ML SOLUTION OR DROPS, EYE",43folders
,100393000000801460581630,,"PHENYLEPHRINE 100 MG/10 ML SOLUTION OR DROPS, EYE",43folders
,219010700087398160581493,,"DIPHENHYDRAMINE+NAPHAZOLINE+BORIC ACID+TAURINE (20 MG+10 MG+1 G+0.5 G)/100 ML SOLUTION OR DROPS, EYE",43folders
,100044000003850120181296,,MEBHYDROLIN 50 MG CAPSULE,43folders
,142792000003620120381365,,"EZETIMIBE 10 MG TABLET, ORAL",43folders
,142792000003620120381365,,"EZETIMIBE 10 MG TABLET, ORAL",43folders
,101641000002040340681202,,TOLNAFTATE 1 G/100 G OINTMENT,43folders
,204010110107301241581202,,"TOLNAFTATE+TRIACETIN (2 G+20 G)/100 ML SOLUTION, EXTERNAL",43folders
,101870000003521120381144,,"FOLIC ACID 5 MG TABLET, ORAL",43folders
,100786000003721120181144,,FLUOXETINE 20 MG CAPSULE,43folders
,101716000000370560581469,,"FLUOROMETHOLONE 10 MG/100 ML SOLUTION OR DROPS, EYE",43folders
,219010300137046160581469,,"NEOMYCIN SULFATE+FLUOROMETHOLONE (0.5 G+0.1 G)/100 ML SOLUTION OR DROPS, EYE",43folders
,201110200019999920381442,,"MULTIVITAMINS TABLET, ORAL",43folders
,202030120019999921781620,,"HAEMATINICS+IRON COMBINATION PRODUCTS TABLET, FILM COATED",43folders
,201110100029999921781620,,"MULTIVITAMIN+IRON TABLET, FILM COATED",43folders
,300090000000921060510670,,"AMIKACIN 20 MG/1 ML SOLUTION OR DROPS, EYE",43folders
,202030120019999920381169,,"HAEMATINICS+IRON COMBINATION PRODUCTS TABLET, ORAL",43folders
,300118000001170260510670,,"CEFAZOLIN 500 MG/10 ML SOLUTION OR DROPS, EYE",43folders
,300131000001170260510670,,"CEFTAZIDIME 500 MG/10 ML SOLUTION OR DROPS, EYE",43folders
,300092280000840160510670,,"GENTAMICIN SULFATE 14 MG/1 ML SOLUTION OR DROPS, EYE",43folders
,207030110227711120381398,,"ETHINYL ESTRADIOL+NORGESTREL 50 MCG+0.5 MG TABLET, ORAL",43folders
,207030110227711120381398,,"ETHINYL ESTRADIOL+NORGESTREL 50 MCG+0.5 MG TABLET, ORAL",43folders
,100188000004493120181143,,TETRACYCLINE 500 MG CAPSULE,43folders
,100736000004140120381143,,"ASPIRIN 162 MG TABLET, ORAL",43folders
,100008190000450230581036,,CHLORPHENIRAMINE MALEATE 2 MG/5 ML SYRUP,43folders
,300198000001170260510670,,"VANCOMYCIN 500 MG/10 ML SOLUTION OR DROPS, EYE",43folders
,202030120019999920381267,,"HAEMATINICS+IRON COMBINATION PRODUCTS TABLET, ORAL",43folders
,201110100059999921781620,,"MULTIVITAMIN+MINERALS+ZINC TABLET, FILM COATED",43folders
,101254000054021220381620,,"SIMETHICONE 100 MG TABLET, ORAL",43folders
,101254000051230130481620,,SIMETHICONE 40 MG/0.6 ML SUSPENSION,43folders
,101254000053991120381620,,"SIMETHICONE 80 MG TABLET, ORAL",43folders
,101895000003850120381620,,"VITAMIN C 50 MG TABLET, ORAL",43folders
,101895000004021220381620,,"VITAMIN C 100 MG TABLET, ORAL",43folders
,101895000004493120381620,,"VITAMIN C 500 MG TABLET, ORAL",43folders
,100665000003521120181620,,FLUNARIZINE 5 MG CAPSULE,43folders
,147234000003802110281537,,"AGALSIDASE BETA 35 MG/1 AMP. OR VIAL INJECTION, POWDER",43folders
,147234000003520110281537,,"AGALSIDASE BETA 5 MG/1 AMP. OR VIAL INJECTION, POWDER",43folders
,101112000003771120381228,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581228,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,100409000003361120381620,,"SALBUTAMOL 2 MG TABLET, ORAL",43folders
,100409000000450230581620,,SALBUTAMOL 2 MG/5 ML SYRUP,43folders
,204100100017439140481222,,RESORCINOL+SULFUR+ZINC OXIDE (3 G+3 G+3 G)/100 ML LOTION,43folders
,201020140017688130481620,,ALUMINIUM HYDROXIDE+MAGNESIUM HYDROXIDE+SIMETHICONE (960 MG+330 MG+60 MG)/15 ML SUSPENSION,43folders
,201020140018279120381620,,"ALUMINIUM HYDROXIDE+MAGNESIUM HYDROXIDE+SIMETHICONE 350 MG+175 MG+25 MG TABLET, ORAL",43folders
,101337000003721120381592,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381592,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101108000004022130781620,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004201130781620,,"ACETYLCYSTEINE 200 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,100207000000800441581606,,"CLINDAMYCIN 1 G/100 ML SOLUTION, EXTERNAL",43folders
,101174009001900240181438,,TRIAMCINOLONE ACETONIDE 0.1 G/100 G CREAM,43folders
,101337000003721120381078,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381078,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,204070220017156140181620,,CLOTRIMAZOLE+BETAMETHASONE (10 MG+1 MG)/1 G CREAM,43folders
,100103000002040340181620,,CLOTRIMAZOLE 1 G/100 G CREAM,43folders
,100103000004021280281620,,"CLOTRIMAZOLE 100 MG SUPPOSITORY, VAGINAL",43folders
,100103000004493180281620,,"CLOTRIMAZOLE 500 MG SUPPOSITORY, VAGINAL",43folders
,101337000003721120381438,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101239000003361120181620,,LOPERAMIDE 2 MG CAPSULE,43folders
,101314190003620120381228,,"DOMPERIDONE MALEATE 10 MG TABLET, ORAL",43folders
,101314000000531430481228,,DOMPERIDONE 5 MG/5 ML SUSPENSION,43folders
,100191000004021220181228,,DOXYCYCLINE 100 MG CAPSULE,43folders
,204040100067085130481620,,DIPHENHYDRAMINE+CALAMINE (1 G+8 G)/100 ML SUSPENSION,43folders
,218050100018030121781620,,"TRIPROLIDINE+PSEUDOEPHEDRINE 2.5 MG+60 MG TABLET, FILM COATED",43folders
,218050100017126130581620,,TRIPROLIDINE+PSEUDOEPHEDRINE (1.25 MG+30 MG)/5 ML SYRUP,43folders
,218050100017126130581606,,TRIPROLIDINE+PSEUDOEPHEDRINE (1.25 MG+30 MG)/5 ML SYRUP,43folders
,218050100018030120381606,,"TRIPROLIDINE+PSEUDOEPHEDRINE 2.5 MG+60 MG TABLET, ORAL",43folders
,100722000000920430481606,,IBUPROFEN 100 MG/5 ML SUSPENSION,43folders
,100722000004203120381620,,"IBUPROFEN 200 MG TABLET, ORAL",43folders
,100722000004410220381620,,"IBUPROFEN 400 MG TABLET, ORAL",43folders
,100722000000920430481620,,IBUPROFEN 100 MG/5 ML SUSPENSION,43folders
,100708000004493120381620,,"NABUMETONE 500 MG TABLET, ORAL",43folders
,100182000004021221781620,,"OFLOXACIN 100 MG TABLET, FILM COATED",43folders
,201030100017723120381555,,"FENPIVERINIUM BROMIDE+PITOFENONE HYDROCHLORIDE 0.1 MG+5 MG TABLET, ORAL",43folders
,213030200018277120381620,,"ORPHENADRINE+PARACETAMOL 35 MG+500 MG TABLET, ORAL",43folders
,203050120019999940681648,,ANTI-HAEMORRHOIDS PREPARATION OINTMENT,43folders
,100070000000920430481506,,ALBENDAZOLE 100 MG/5 ML SUSPENSION,43folders
,100070000004203120381506,,"ALBENDAZOLE 200 MG TABLET, ORAL",43folders
,100772000004021220181189,,PHENYTOIN 100 MG CAPSULE,43folders
,100222000004203120381620,,"ACYCLOVIR 200 MG TABLET, ORAL",43folders
,100222000004410220381620,,"ACYCLOVIR 400 MG TABLET, ORAL",43folders
,100222000002160740181620,,ACYCLOVIR 5 %W/W CREAM,43folders
,100539012004293220181078,,TRANEXAMIC ACID 250 MG CAPSULE,43folders
,100539012004493120181078,,TRANEXAMIC ACID 500 MG CAPSULE,43folders
,100539012004493120181078,,TRANEXAMIC ACID 500 MG CAPSULE,43folders
,100539012004493120181078,,TRANEXAMIC ACID 500 MG CAPSULE,43folders
,100114000004293220181099,,CEPHALEXIN 250 MG CAPSULE,43folders
,100114000004493120181099,,CEPHALEXIN 500 MG CAPSULE,43folders
,213030200048141120381620,,"CHLORZOXAZONE+PARACETAMOL 250 MG+300 MG TABLET, ORAL",43folders
,101314000003620120381620,,"DOMPERIDONE 10 MG TABLET, ORAL",43folders
,101314000000531430481620,,DOMPERIDONE 5 MG/5 ML SUSPENSION,43folders
,101174009001900250281620,,"TRIAMCINOLONE ACETONIDE 0.1 G/100 G PASTE, ORAL",43folders
,101337000003721120381619,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,100751000003850120181228,,TRAMADOL 50 MG CAPSULE,43folders
,100212000004320120181555,,RIFAMPICIN 300 MG CAPSULE,43folders
,101337000003721120381095,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381095,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,100259000004493120381028,,"SULFADIMIDINE 500 MG TABLET, ORAL",43folders
,101337000003721120381508,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381508,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381421,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841121781421,,"FAMOTIDINE 40 MG TABLET, FILM COATED",43folders
,101337000003721120381168,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381168,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381389,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381389,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721121881628,,"FAMOTIDINE 20 MG TABLET, SUGAR COATED",43folders
,101337000003841120381628,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381398,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381398,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721121781202,,"FAMOTIDINE 20 MG TABLET, FILM COATED",43folders
,101337000003841121781202,,"FAMOTIDINE 40 MG TABLET, FILM COATED",43folders
,101337000003721121781357,,"FAMOTIDINE 20 MG TABLET, FILM COATED",43folders
,101337000003841120381357,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381307,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381307,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381168,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381168,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003620121781168,,"FAMOTIDINE 10 MG TABLET, FILM COATED",43folders
,101337000003841120381553,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381553,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003721121881620,,"FAMOTIDINE 20 MG TABLET, SUGAR COATED",43folders
,101337000003841121881620,,"FAMOTIDINE 40 MG TABLET, SUGAR COATED",43folders
,101337000003721120381252,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381252,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381113,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003721120381113,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381113,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003841120381113,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381189,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003721120381113,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003721121781040,,"FAMOTIDINE 20 MG TABLET, FILM COATED",43folders
,101337000003721120381634,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381634,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381618,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381618,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721120381618,,"FAMOTIDINE 20 MG TABLET, ORAL",43folders
,101337000003841120381618,,"FAMOTIDINE 40 MG TABLET, ORAL",43folders
,101337000003721121781310,,"FAMOTIDINE 20 MG TABLET, FILM COATED",43folders
,101337000003841121781310,,"FAMOTIDINE 40 MG TABLET, FILM COATED",43folders
